platform,machine,round,version,sha,src_tree_id,scenario_id,op,src_fmt,dst_fmt,width,height,params,layout,level,status,reason,warmup,n,min_ms,median_ms,p95_or_max_ms,upper_kind,mean_ms,stdev_ms,spread,checksum_sha256,raw_ms,started_at,finished_at,compiler,flags,power_plan,affinity
windows,OLEG-WORK,2,v024,5f52fd14540a283da91a6d80e1fc7128bba1c796,eba076b4cc9a0d7a686b61edbbb8101da9270356,FLIP.NV12.V,flip,NV12,NV12,4000,3000,direction=V,tight,dart,OK,,6,30,21.5470,22.7690,41.0360,p95,26.3163,6.6721,0.8023,85dbfd616c298c507d35c8ee4f6f36040210e6a072607ce1eda2998a7bff74e6,23.8750;35.8870;22.5320;21.9480;26.6760;21.5470;22.1380;37.6370;23.8220;22.0860;30.3810;22.5860;22.3610;41.0360;22.6750;22.2820;27.2770;22.3020;22.3770;22.6650;22.7120;22.4240;32.6810;22.1700;22.8260;38.3140;22.8570;23.1710;45.1570;23.0860,2026-09-25T16:24:42.028028Z,2026-09-25T16:24:43.862964Z,Flutter-3.44.9_Dart-3.12.2_engine-b9499e4c,AOT+MSVC-/MD-/O2-/Ob2-/DNDEBUG,381b4222-f694-41f0-9685-ff5bb260df2e,0x4
windows,OLEG-WORK,2,abi_v1,35c516e216fef8d5ed4ef379d38655fc643f738d,9029ff28d9834c069f41159d122b36ed6d9d4968,FLIP.NV12.V,flip,NV12,NV12,4000,3000,direction=V,tight,dart,OK,,3,15,540.1550,540.9070,555.2310,max,542.7569,4.3868,0.0265,85dbfd616c298c507d35c8ee4f6f36040210e6a072607ce1eda2998a7bff74e6,542.1090;555.2310;540.9070;543.5670;551.0050;541.9310;540.9460;540.3590;540.2730;540.4520;540.8770;540.4900;540.6280;540.1550;542.4240,2026-09-25T16:24:44.505004Z,2026-09-25T16:24:55.112740Z,Flutter-3.44.9_Dart-3.12.2_engine-b9499e4c,AOT+MSVC-/MD-/O2-/Ob2-/DNDEBUG,381b4222-f694-41f0-9685-ff5bb260df2e,0x4
windows,OLEG-WORK,2,v024,5f52fd14540a283da91a6d80e1fc7128bba1c796,eba076b4cc9a0d7a686b61edbbb8101da9270356,FLIP.BGRA.V,flip,BGRA,BGRA,4000,3000,direction=V,tight,dart,OK,,6,30,52.8450,56.5615,69.8710,p95,58.9102,5.4134,0.2353,c620da3f55264f92daa84f5f6b88e7b763e4a82aa958c5a36579309b46b359a9,56.3870;54.1690;55.6900;54.9950;62.3860;69.3570;65.9550;56.8140;69.8710;53.5950;56.1890;55.5260;57.2080;70.5600;67.4230;56.6400;57.4040;57.6750;52.8450;54.7630;55.6230;56.8680;56.0770;56.4830;55.9280;57.0320;56.4460;54.6030;65.7870;67.0070,2026-09-25T16:24:56.252458Z,2026-09-25T16:25:01.733814Z,Flutter-3.44.9_Dart-3.12.2_engine-b9499e4c,AOT+MSVC-/MD-/O2-/Ob2-/DNDEBUG,381b4222-f694-41f0-9685-ff5bb260df2e,0x4
windows,OLEG-WORK,2,abi_v1,35c516e216fef8d5ed4ef379d38655fc643f738d,9029ff28d9834c069f41159d122b36ed6d9d4968,FLIP.BGRA.V,flip,BGRA,BGRA,4000,3000,direction=V,tight,dart,OK,,3,15,483.3520,494.0210,510.0620,max,492.5151,8.6128,0.0325,c620da3f55264f92daa84f5f6b88e7b763e4a82aa958c5a36579309b46b359a9,510.0620;483.5390;485.1160;483.5040;494.7930;497.2750;483.9390;491.9200;502.7120;483.3520;484.2090;494.2160;504.6200;494.0210;494.4490,2026-09-25T16:25:02.881247Z,2026-09-25T16:25:13.559298Z,Flutter-3.44.9_Dart-3.12.2_engine-b9499e4c,AOT+MSVC-/MD-/O2-/Ob2-/DNDEBUG,381b4222-f694-41f0-9685-ff5bb260df2e,0x4
windows,OLEG-WORK,3,v024,5f52fd14540a283da91a6d80e1fc7128bba1c796,eba076b4cc9a0d7a686b61edbbb8101da9270356,FLIP.I420.V,flip,I420,I420,1920,1080,direction=V,tight,dart,OK,,11,50,3.5980,3.8645,4.2070,p95,4.2833,2.0540,0.0886,3809b84e185696e03885a5f1fc1662eeb313c52d568e12a8712a9015295e1f9b,3.9690;3.7790;3.7820;4.0570;3.5980;3.8640;3.7050;4.0310;3.7220;3.9990;3.7840;4.2070;3.6120;13.7200;3.7070;3.9400;3.6950;4.0110;3.8260;3.9280;4.0860;3.7030;3.9220;3.8650;4.0510;3.6730;4.0150;3.9380;3.6250;3.9440;3.7580;3.9130;3.9320;4.0570;3.7450;3.9700;3.8210;3.8280;3.8110;3.7500;3.8920;4.0210;14.6990;4.1640;3.8420;3.9340;3.8550;3.8460;3.7980;3.7710,2026-09-25T16:25:13.928256Z,2026-09-25T16:25:14.453618Z,Flutter-3.44.9_Dart-3.12.2_engine-b9499e4c,AOT+MSVC-/MD-/O2-/Ob2-/DNDEBUG,381b4222-f694-41f0-9685-ff5bb260df2e,0x4
windows,OLEG-WORK,3,abi_v1,35c516e216fef8d5ed4ef379d38655fc643f738d,9029ff28d9834c069f41159d122b36ed6d9d4968,FLIP.I420.V,flip,I420,I420,1920,1080,direction=V,tight,dart,OK,,3,15,107.7350,108.6210,120.0700,max,109.8255,3.0310,0.1054,3809b84e185696e03885a5f1fc1662eeb313c52d568e12a8712a9015295e1f9b,107.9260;111.0780;108.2450;108.3960;108.4480;108.2620;110.4110;109.9780;108.4230;108.6210;120.0700;109.5830;110.8900;109.3170;107.7350,2026-09-25T16:25:14.755298Z,2026-09-25T16:25:16.881707Z,Flutter-3.44.9_Dart-3.12.2_engine-b9499e4c,AOT+MSVC-/MD-/O2-/Ob2-/DNDEBUG,381b4222-f694-41f0-9685-ff5bb260df2e,0x4
windows,OLEG-WORK,3,v024,5f52fd14540a283da91a6d80e1fc7128bba1c796,eba076b4cc9a0d7a686b61edbbb8101da9270356,FLIP.NV12.V,flip,NV12,NV12,1920,1080,direction=V,tight,dart,OK,,11,50,2.8480,3.3185,3.7930,p95,3.8396,2.6275,0.1430,d87350a9d70881ce01da8c36f9948b57ed8eb442888674c11ecdaa80ef678b82,3.2790;3.7930;3.3320;3.5480;3.3200;3.1610;3.5100;3.3010;3.4650;3.3980;3.3440;3.5110;3.3080;3.1410;3.4470;3.2610;14.2740;3.4210;3.4240;3.3600;3.2290;3.3030;3.3480;3.4630;3.7700;3.4180;3.2010;3.4170;3.0980;3.5810;3.2140;3.4240;3.1620;3.3490;18.4940;3.3000;3.4220;3.3170;3.1090;3.1970;3.2110;3.2740;3.2600;3.3020;3.2210;3.2450;2.8480;3.0190;2.8480;3.3390,2026-09-25T16:25:17.252051Z,2026-09-25T16:25:17.705714Z,Flutter-3.44.9_Dart-3.12.2_engine-b9499e4c,AOT+MSVC-/MD-/O2-/Ob2-/DNDEBUG,381b4222-f694-41f0-9685-ff5bb260df2e,0x4
windows,OLEG-WORK,3,abi_v1,35c516e216fef8d5ed4ef379d38655fc643f738d,9029ff28d9834c069f41159d122b36ed6d9d4968,FLIP.NV12.V,flip,NV12,NV12,1920,1080,direction=V,tight,dart,OK,,6,30,93.0470,94.7830,99.8210,p95,94.8587,2.2571,0.0532,d87350a9d70881ce01da8c36f9948b57ed8eb442888674c11ecdaa80ef678b82,93.0570;93.6130;94.7900;93.4310;94.7760;93.1680;95.2970;93.2810;95.0780;93.1420;95.1520;93.0650;95.3510;93.8160;94.9690;93.0470;95.0470;93.1780;95.6130;102.9780;95.4900;93.4000;95.0750;93.1420;95.1850;99.8210;95.6000;93.6790;93.1800;99.3390,2026-09-25T16:25:18.106647Z,2026-09-25T16:25:21.724517Z,Flutter-3.44.9_Dart-3.12.2_engine-b9499e4c,AOT+MSVC-/MD-/O2-/Ob2-/DNDEBUG,381b4222-f694-41f0-9685-ff5bb260df2e,0x4
windows,OLEG-WORK,3,v024,5f52fd14540a283da91a6d80e1fc7128bba1c796,eba076b4cc9a0d7a686b61edbbb8101da9270356,FLIP.BGRA.V,flip,BGRA,BGRA,1920,1080,direction=V,tight,dart,OK,,6,30,7.8730,8.3000,14.2680,p95,8.8090,1.6385,0.7190,7e3e5c72aa9d1188d0b3e071309d54832cf1fdc84d143603ec80790e1554a9d6,11.4010;8.2340;8.2400;8.1500;8.2040;8.2110;8.3350;8.2200;8.7000;8.4390;8.5280;8.5250;8.4760;7.8730;8.0840;14.6030;8.4430;8.3290;8.3620;8.3150;8.2850;8.3280;8.2850;8.3430;8.1960;8.1630;14.2680;8.2760;8.2810;8.1740,2026-09-25T16:25:22.114825Z,2026-09-25T16:25:23.016090Z,Flutter-3.44.9_Dart-3.12.2_engine-b9499e4c,AOT+MSVC-/MD-/O2-/Ob2-/DNDEBUG,381b4222-f694-41f0-9685-ff5bb260df2e,0x4
windows,OLEG-WORK,3,abi_v1,35c516e216fef8d5ed4ef379d38655fc643f738d,9029ff28d9834c069f41159d122b36ed6d9d4968,FLIP.BGRA.V,flip,BGRA,BGRA,1920,1080,direction=V,tight,dart,OK,,6,30,85.4100,88.6485,98.4900,p95,89.0291,3.4881,0.1110,7e3e5c72aa9d1188d0b3e071309d54832cf1fdc84d143603ec80790e1554a9d6,86.3270;91.9360;92.0820;90.3310;87.1930;88.1920;86.0890;87.2300;86.3650;88.9580;86.4960;89.3410;91.0660;98.4900;88.8780;89.7430;88.5000;85.4100;86.0720;85.7570;86.2870;96.1400;86.6290;89.4030;86.4210;89.2000;98.5440;88.7990;86.1970;88.7970,2026-09-25T16:25:23.408894Z,2026-09-25T16:25:26.953347Z,Flutter-3.44.9_Dart-3.12.2_engine-b9499e4c,AOT+MSVC-/MD-/O2-/Ob2-/DNDEBUG,381b4222-f694-41f0-9685-ff5bb260df2e,0x4
windows,OLEG-WORK,3,v024,5f52fd14540a283da91a6d80e1fc7128bba1c796,eba076b4cc9a0d7a686b61edbbb8101da9270356,FLIP.I420.V,flip,I420,I420,4000,3000,direction=V,tight,dart,OK,,6,30,20.3230,22.5960,23.2330,p95,22.4723,0.6318,0.0282,3f99368f921a5c9e6d563b50faccbccaaed394716e1e4a9359a39a006499424a,21.7180;21.7470;22.7140;21.8890;22.4520;22.3700;22.5000;22.5750;22.8540;22.7690;22.4870;22.8100;22.6830;23.2330;22.6850;23.0010;22.7730;23.1120;23.6510;22.9810;22.9210;22.6170;22.4690;22.4120;20.3230;21.7570;22.8670;22.1300;21.5410;22.1280,2026-09-25T16:25:27.547477Z,2026-09-25T16:25:29.480810Z,Flutter-3.44.9_Dart-3.12.2_engine-b9499e4c,AOT+MSVC-/MD-/O2-/Ob2-/DNDEBUG,381b4222-f694-41f0-9685-ff5bb260df2e,0x4
windows,OLEG-WORK,3,abi_v1,35c516e216fef8d5ed4ef379d38655fc643f738d,9029ff28d9834c069f41159d122b36ed6d9d4968,FLIP.I420.V,flip,I420,I420,4000,3000,direction=V,tight,dart,OK,,3,15,622.0840,625.4820,636.2290,max,627.3215,4.4211,0.0172,3f99368f921a5c9e6d563b50faccbccaaed394716e1e4a9359a39a006499424a,630.8800;623.3850;622.9540;630.6590;623.1710;631.2890;631.6560;622.0840;625.3960;625.4820;623.6950;625.6350;632.5340;624.7740;636.2290,2026-09-25T16:25:30.068636Z,2026-09-25T16:25:42.160859Z,Flutter-3.44.9_Dart-3.12.2_engine-b9499e4c,AOT+MSVC-/MD-/O2-/Ob2-/DNDEBUG,381b4222-f694-41f0-9685-ff5bb260df2e,0x4
windows,OLEG-WORK,3,v024,5f52fd14540a283da91a6d80e1fc7128bba1c796,eba076b4cc9a0d7a686b61edbbb8101da9270356,FLIP.NV12.V,flip,NV12,NV12,4000,3000,direction=V,tight,dart,OK,,6,30,19.7520,22.1495,40.1260,p95,24.7017,6.2204,0.8116,85dbfd616c298c507d35c8ee4f6f36040210e6a072607ce1eda2998a7bff74e6,22.0620;21.5700;21.8120;22.1830;24.0100;21.8580;22.3640;40.1260;22.6460;22.2380;31.6730;22.0810;19.7520;39.8560;21.4550;21.0710;26.6880;22.3210;21.6880;21.7230;21.9890;22.1370;22.1620;21.7060;21.9840;44.0240;31.0050;22.6000;22.2790;21.9870,2026-09-25T16:25:42.851719Z,2026-09-25T16:25:44.670201Z,Flutter-3.44.9_Dart-3.12.2_engine-b9499e4c,AOT+MSVC-/MD-/O2-/Ob2-/DNDEBUG,381b4222-f694-41f0-9685-ff5bb260df2e,0x4
windows,OLEG-WORK,3,abi_v1,35c516e216fef8d5ed4ef379d38655fc643f738d,9029ff28d9834c069f41159d122b36ed6d9d4968,FLIP.NV12.V,flip,NV12,NV12,4000,3000,direction=V,tight,dart,OK,,3,15,533.0620,539.0000,548.9500,max,538.0290,4.4448,0.0185,85dbfd616c298c507d35c8ee4f6f36040210e6a072607ce1eda2998a7bff74e6,533.0620;533.9930;534.9010;539.0000;539.2320;541.6580;533.3660;541.3200;539.5690;540.9470;533.0740;540.4200;534.0220;548.9500;536.9210,2026-09-25T16:25:45.308455Z,2026-09-25T16:25:55.760055Z,Flutter-3.44.9_Dart-3.12.2_engine-b9499e4c,AOT+MSVC-/MD-/O2-/Ob2-/DNDEBUG,381b4222-f694-41f0-9685-ff5bb260df2e,0x4
windows,OLEG-WORK,3,v024,5f52fd14540a283da91a6d80e1fc7128bba1c796,eba076b4cc9a0d7a686b61edbbb8101da9270356,FLIP.BGRA.V,flip,BGRA,BGRA,4000,3000,direction=V,tight,dart,OK,,6,30,55.1160,59.0735,76.2960,p95,61.7161,6.6905,0.2915,c620da3f55264f92daa84f5f6b88e7b763e4a82aa958c5a36579309b46b359a9,58.3840;58.6700;57.9610;58.8770;59.0540;58.5830;59.2700;59.3330;76.2960;58.2980;60.5880;60.3000;69.4810;55.1160;58.1940;58.7810;71.0540;59.4770;58.8770;60.2550;86.6120;57.1880;59.7140;58.9780;69.5770;59.0930;58.9670;58.2230;66.8760;59.4050,2026-09-25T16:25:56.875246Z,2026-09-25T16:26:02.447744Z,Flutter-3.44.9_Dart-3.12.2_engine-b9499e4c,AOT+MSVC-/MD-/O2-/Ob2-/DNDEBUG,381b4222-f694-41f0-9685-ff5bb260df2e,0x4
windows,OLEG-WORK,3,abi_v1,35c516e216fef8d5ed4ef379d38655fc643f738d,9029ff28d9834c069f41159d122b36ed6d9d4968,FLIP.BGRA.V,flip,BGRA,BGRA,4000,3000,direction=V,tight,dart,OK,,3,15,485.9680,494.1970,520.3000,max,495.1410,8.2973,0.0528,c620da3f55264f92daa84f5f6b88e7b763e4a82aa958c5a36579309b46b359a9,493.7350;520.3000;487.9940;485.9760;494.1970;496.9220;487.5010;497.2490;499.1130;497.7230;485.9680;493.6580;497.1490;497.4510;492.1790,2026-09-25T16:26:03.701453Z,2026-09-25T16:26:14.351961Z,Flutter-3.44.9_Dart-3.12.2_engine-b9499e4c,AOT+MSVC-/MD-/O2-/Ob2-/DNDEBUG,381b4222-f694-41f0-9685-ff5bb260df2e,0x4
